"ID","NAME","STATUS","PREFIXES AS URL","PREFIXES AS LRU","HOME PAGE","CRAWLED","CRAWLING STATUS","INDEXING STATUS","INDEGREE","CREATION TIMESTAMP","CREATION DATE","LAST MODIFICATION TIMESTAMP","LAST MODIFICATION DATE","createdBy (TECHNICAL INFO)"
"96","Livsmedelsverket.se","IN","http://livsmedelsverket.se http://www.livsmedelsverket.se https://livsmedelsverket.se https://www.livsmedelsverket.se","s:https|h:se|h:livsmedelsverket| s:https|h:se|h:livsmedelsverket|h:www| s:http|h:se|h:livsmedelsverket| s:http|h:se|h:livsmedelsverket|h:www|","https://www.livsmedelsverket.se/om-oss/jobba-hos-oss1/lediga-jobb","false","UNCRAWLED","UNINDEXED","3","1516107566535","2018-01-16 13:59:26","1516107566563","2018-01-16 13:59:26","user via lru"
"94","Linneuniversitetet.se","IN","http://linneuniversitetet.se http://www.linneuniversitetet.se https://linneuniversitetet.se https://www.linneuniversitetet.se","s:https|h:se|h:linneuniversitetet| s:https|h:se|h:linneuniversitetet|h:www| s:http|h:se|h:linneuniversitetet| s:http|h:se|h:linneuniversitetet|h:www|","http://www.linneuniversitetet.se","false","UNCRAWLED","UNINDEXED","0","1516107566524","2018-01-16 13:59:26","1516107566544","2018-01-16 13:59:26","user via lru"
"98","Lsh.se","IN","http://lsh.se http://www.lsh.se https://lsh.se https://www.lsh.se","s:https|h:se|h:lsh| s:https|h:se|h:lsh|h:www| s:http|h:se|h:lsh| s:http|h:se|h:lsh|h:www|","http://www.lsh.se","false","UNCRAWLED","UNINDEXED","0","1516107566570","2018-01-16 13:59:26","1516107566586","2018-01-16 13:59:26","user via lru"
"97","Lotteriinspektionen.se","IN","http://lotteriinspektionen.se http://www.lotteriinspektionen.se https://lotteriinspektionen.se https://www.lotteriinspektionen.se","s:https|h:se|h:lotteriinspektionen| s:https|h:se|h:lotteriinspektionen|h:www| s:http|h:se|h:lotteriinspektionen| s:http|h:se|h:lotteriinspektionen|h:www|","http://www.lotteriinspektionen.se","false","UNCRAWLED","UNINDEXED","1","1516107566556","2018-01-16 13:59:26","1516107566575","2018-01-16 13:59:26","user via lru"
"100","Lu.se","IN","http://lu.se http://www.lu.se https://lu.se https://www.lu.se","s:https|h:se|h:lu| s:https|h:se|h:lu|h:www| s:http|h:se|h:lu| s:http|h:se|h:lu|h:www|","http://www.lu.se","false","UNCRAWLED","UNINDEXED","3","1516107566593","2018-01-16 13:59:26","1516107566603","2018-01-16 13:59:26","user via lru"
"101","Mah.se","IN","http://mah.se http://www.mah.se https://mah.se https://www.mah.se","s:https|h:se|h:mah| s:https|h:se|h:mah|h:www| s:http|h:se|h:mah| s:http|h:se|h:mah|h:www|","http://www.mah.se","false","UNCRAWLED","UNINDEXED","1","1516107566609","2018-01-16 13:59:26","1516107566618","2018-01-16 13:59:26","user via lru"
"102","Maritima.se","IN","http://maritima.se http://www.maritima.se https://maritima.se https://www.maritima.se","s:https|h:se|h:maritima| s:https|h:se|h:maritima|h:www| s:http|h:se|h:maritima| s:http|h:se|h:maritima|h:www|","http://www.maritima.se","false","UNCRAWLED","UNINDEXED","1","1516107566623","2018-01-16 13:59:26","1516107566633","2018-01-16 13:59:26","user via lru"
"103","Mdh.se","IN","http://mdh.se http://www.mdh.se https://mdh.se https://www.mdh.se","s:https|h:se|h:mdh| s:https|h:se|h:mdh|h:www| s:http|h:se|h:mdh| s:http|h:se|h:mdh|h:www|","http://www.mdh.se","false","UNCRAWLED","UNINDEXED","1","1516107566627","2018-01-16 13:59:26","1516107566635","2018-01-16 13:59:26","user via lru"
"104","Mfd.se","IN","http://mfd.se http://www.mfd.se https://mfd.se https://www.mfd.se","s:https|h:se|h:mfd| s:https|h:se|h:mfd|h:www| s:http|h:se|h:mfd| s:http|h:se|h:mfd|h:www|","http://www.mfd.se","false","UNCRAWLED","UNINDEXED","5","1516107566639","2018-01-16 13:59:26","1516107566648","2018-01-16 13:59:26","user via lru"
"105","Mfof.se","IN","http://mfof.se http://www.mfof.se https://mfof.se https://www.mfof.se","s:https|h:se|h:mfof| s:https|h:se|h:mfof|h:www| s:http|h:se|h:mfof| s:http|h:se|h:mfof|h:www|","http://www.mfof.se","false","UNCRAWLED","UNINDEXED","1","1516107566656","2018-01-16 13:59:26","1516107566669","2018-01-16 13:59:26","user via lru"
"106","Mi.se","IN","http://mi.se http://www.mi.se https://mi.se https://www.mi.se","s:https|h:se|h:mi| s:https|h:se|h:mi|h:www| s:http|h:se|h:mi| s:http|h:se|h:mi|h:www|","http://www.mi.se","false","UNCRAWLED","UNINDEXED","2","1516107566668","2018-01-16 13:59:26","1516107566671","2018-01-16 13:59:26","user via lru"
"107","Migrationsverket.se","IN","http://migrationsverket.se http://www.migrationsverket.se https://migrationsverket.se https://www.migrationsverket.se","s:https|h:se|h:migrationsverket| s:https|h:se|h:migrationsverket|h:www| s:http|h:se|h:migrationsverket| s:http|h:se|h:migrationsverket|h:www|","http://www.migrationsverket.se","false","UNCRAWLED","UNINDEXED","4","1516107566685","2018-01-16 13:59:26","1516107566687","2018-01-16 13:59:26","user via lru"
"108","Miun.se","IN","http://miun.se http://www.miun.se https://miun.se https://www.miun.se","s:https|h:se|h:miun| s:https|h:se|h:miun|h:www| s:http|h:se|h:miun| s:http|h:se|h:miun|h:www|","http://www.miun.se","false","UNCRAWLED","UNINDEXED","2","1516107566699","2018-01-16 13:59:26","1516107566702","2018-01-16 13:59:26","user via lru"
"109","Modernamuseet.se","IN","http://modernamuseet.se http://www.modernamuseet.se https://modernamuseet.se https://www.modernamuseet.se","s:https|h:se|h:modernamuseet| s:https|h:se|h:modernamuseet|h:www| s:http|h:se|h:modernamuseet| s:http|h:se|h:modernamuseet|h:www|","http://www.modernamuseet.se","false","UNCRAWLED","UNINDEXED","2","1516107566714","2018-01-16 13:59:26","1516107566716","2018-01-16 13:59:26","user via lru"
"110","Msb.se","IN","http://msb.se http://www.msb.se https://msb.se https://www.msb.se","s:https|h:se|h:msb| s:https|h:se|h:msb|h:www| s:http|h:se|h:msb| s:http|h:se|h:msb|h:www|","http://www.msb.se","false","UNCRAWLED","UNINDEXED","11","1516107566740","2018-01-16 13:59:26","1516107566752","2018-01-16 13:59:26","user via lru"
"111","Mtm.se","IN","http://mtm.se http://www.mtm.se https://mtm.se https://www.mtm.se","s:https|h:se|h:mtm| s:https|h:se|h:mtm|h:www| s:http|h:se|h:mtm| s:http|h:se|h:mtm|h:www|","http://www.mtm.se","false","UNCRAWLED","UNINDEXED","3","1516107566745","2018-01-16 13:59:26","1516107566758","2018-01-16 13:59:26","user via lru"
"112","Mucf.se","IN","http://mucf.se http://www.mucf.se https://mucf.se https://www.mucf.se","s:https|h:se|h:mucf| s:https|h:se|h:mucf|h:www| s:http|h:se|h:mucf| s:http|h:se|h:mucf|h:www|","http://www.mucf.se","false","UNCRAWLED","UNINDEXED","3","1516107566750","2018-01-16 13:59:26","1516107566764","2018-01-16 13:59:26","user via lru"
"113","Musikverket.se","IN","http://musikverket.se http://www.musikverket.se https://musikverket.se https://www.musikverket.se","s:https|h:se|h:musikverket| s:https|h:se|h:musikverket|h:www| s:http|h:se|h:musikverket| s:http|h:se|h:musikverket|h:www|","http://musikverket.se","false","UNCRAWLED","UNINDEXED","1","1516107566757","2018-01-16 13:59:26","1516107566779","2018-01-16 13:59:26","user via lru"
"114","Myh.se","IN","http://myh.se http://www.myh.se https://myh.se https://www.myh.se","s:https|h:se|h:myh| s:https|h:se|h:myh|h:www| s:http|h:se|h:myh| s:http|h:se|h:myh|h:www|","https://www.myh.se","false","UNCRAWLED","UNINDEXED","2","1516107566762","2018-01-16 13:59:26","1516107566784","2018-01-16 13:59:26","user via lru"
"115","Namndenmotdiskriminering.se","IN","http://namndenmotdiskriminering.se http://www.namndenmotdiskriminering.se https://namndenmotdiskriminering.se https://www.namndenmotdiskriminering.se","s:https|h:se|h:namndenmotdiskriminering| s:https|h:se|h:namndenmotdiskriminering|h:www| s:http|h:se|h:namndenmotdiskriminering| s:http|h:se|h:namndenmotdiskriminering|h:www|","http://www.namndenmotdiskriminering.se","false","UNCRAWLED","UNINDEXED","1","1516107566773","2018-01-16 13:59:26","1516107566790","2018-01-16 13:59:26","user via lru"
"116","Nationalmuseum.se","IN","http://nationalmuseum.se http://www.nationalmuseum.se https://nationalmuseum.se https://www.nationalmuseum.se","s:https|h:se|h:nationalmuseum| s:https|h:se|h:nationalmuseum|h:www| s:http|h:se|h:nationalmuseum| s:http|h:se|h:nationalmuseum|h:www|","http://www.nationalmuseum.se","false","UNCRAWLED","UNINDEXED","1","1516107566802","2018-01-16 13:59:26","1516107566808","2018-01-16 13:59:26","user via lru"
"117","Naturvardsverket.se","IN","http://naturvardsverket.se http://www.naturvardsverket.se https://naturvardsverket.se https://www.naturvardsverket.se","s:https|h:se|h:naturvardsverket| s:https|h:se|h:naturvardsverket|h:www| s:http|h:se|h:naturvardsverket| s:http|h:se|h:naturvardsverket|h:www|","http://www.naturvardsverket.se","false","UNCRAWLED","UNINDEXED","9","1516107566816","2018-01-16 13:59:26","1516107566822","2018-01-16 13:59:26","user via lru"
"118","Nfh.se","IN","http://nfh.se http://www.nfh.se https://nfh.se https://www.nfh.se","s:https|h:se|h:nfh| s:https|h:se|h:nfh|h:www| s:http|h:se|h:nfh| s:http|h:se|h:nfh|h:www|","http://www.nfh.se","false","UNCRAWLED","UNINDEXED","1","1516107566827","2018-01-16 13:59:26","1516107566838","2018-01-16 13:59:26","user via lru"
"119","Nrm.se","IN","http://nrm.se http://www.nrm.se https://nrm.se https://www.nrm.se","s:https|h:se|h:nrm| s:https|h:se|h:nrm|h:www| s:http|h:se|h:nrm| s:http|h:se|h:nrm|h:www|","http://www.nrm.se","false","UNCRAWLED","UNINDEXED","2","1516107566831","2018-01-16 13:59:26","1516107566840","2018-01-16 13:59:26","user via lru"
"120","Nykoping.se","IN","http://nykoping.se http://www.nykoping.se https://nykoping.se https://www.nykoping.se","s:https|h:se|h:nykoping| s:https|h:se|h:nykoping|h:www| s:http|h:se|h:nykoping| s:http|h:se|h:nykoping|h:www|","http://www.nykoping.se","false","UNCRAWLED","UNINDEXED","0","1516107566845","2018-01-16 13:59:26","1516107566864","2018-01-16 13:59:26","user via lru"
"121","Oks.se","IN","http://oks.se http://www.oks.se https://oks.se https://www.oks.se","s:https|h:se|h:oks| s:https|h:se|h:oks|h:www| s:http|h:se|h:oks| s:http|h:se|h:oks|h:www|","http://www.oks.se","false","UNCRAWLED","UNINDEXED","1","1516107566853","2018-01-16 13:59:26","1516107566870","2018-01-16 13:59:26","user via lru"
"122","Onh.se","IN","http://onh.se http://www.onh.se https://onh.se https://www.onh.se","s:https|h:se|h:onh| s:https|h:se|h:onh|h:www| s:http|h:se|h:onh| s:http|h:se|h:onh|h:www|","http://www.onh.se","false","UNCRAWLED","UNINDEXED","1","1516107566857","2018-01-16 13:59:26","1516107566877","2018-01-16 13:59:26","user via lru"
"123","Oru.se","IN","http://oru.se http://www.oru.se https://oru.se https://www.oru.se","s:https|h:se|h:oru| s:https|h:se|h:oru|h:www| s:http|h:se|h:oru| s:http|h:se|h:oru|h:www|","http://www.oru.se","false","UNCRAWLED","UNINDEXED","2","1516107566869","2018-01-16 13:59:26","1516107566892","2018-01-16 13:59:26","user via lru"
"124","Oskarshamn.se","IN","http://oskarshamn.se http://www.oskarshamn.se https://oskarshamn.se https://www.oskarshamn.se","s:https|h:se|h:oskarshamn| s:https|h:se|h:oskarshamn|h:www| s:http|h:se|h:oskarshamn| s:http|h:se|h:oskarshamn|h:www|","http://www.oskarshamn.se","false","UNCRAWLED","UNINDEXED","0","1516107566881","2018-01-16 13:59:26","1516107566916","2018-01-16 13:59:26","user via lru"
"125","Osthammar.se","IN","http://osthammar.se http://www.osthammar.se https://osthammar.se https://www.osthammar.se","s:https|h:se|h:osthammar| s:https|h:se|h:osthammar|h:www| s:http|h:se|h:osthammar| s:http|h:se|h:osthammar|h:www|","http://www.osthammar.se","false","UNCRAWLED","UNINDEXED","0","1516107566886","2018-01-16 13:59:26","1516107566918","2018-01-16 13:59:26","user via lru"
"126","Overklagandenamnden.se","IN","http://overklagandenamnden.se http://www.overklagandenamnden.se https://overklagandenamnden.se https://www.overklagandenamnden.se","s:https|h:se|h:overklagandenamnden| s:https|h:se|h:overklagandenamnden|h:www| s:http|h:se|h:overklagandenamnden| s:http|h:se|h:overklagandenamnden|h:www|","http://www.overklagandenamnden.se","false","UNCRAWLED","UNINDEXED","1","1516107566897","2018-01-16 13:59:26","1516107566924","2018-01-16 13:59:26","user via lru"
"127","Pensionsmyndigheten.se","IN","http://pensionsmyndigheten.se http://www.pensionsmyndigheten.se https://pensionsmyndigheten.se https://www.pensionsmyndigheten.se","s:https|h:se|h:pensionsmyndigheten| s:https|h:se|h:pensionsmyndigheten|h:www| s:http|h:se|h:pensionsmyndigheten| s:http|h:se|h:pensionsmyndigheten|h:www|","http://www.pensionsmyndigheten.se","false","UNCRAWLED","UNINDEXED","1","1516107566906","2018-01-16 13:59:26","1516107566935","2018-01-16 13:59:26","user via lru"
"128","Polar.se","IN","http://polar.se http://www.polar.se https://polar.se https://www.polar.se","s:https|h:se|h:polar| s:https|h:se|h:polar|h:www| s:http|h:se|h:polar| s:http|h:se|h:polar|h:www|","http://www.polar.se","false","UNCRAWLED","UNINDEXED","1","1516107566914","2018-01-16 13:59:26","1516107566941","2018-01-16 13:59:26","user via lru"
"129","Polisen.se","IN","http://polisen.se http://www.polisen.se https://polisen.se https://www.polisen.se","s:https|h:se|h:polisen| s:https|h:se|h:polisen|h:www| s:http|h:se|h:polisen| s:http|h:se|h:polisen|h:www|","http://www.polisen.se","false","UNCRAWLED","UNINDEXED","13","1516107566929","2018-01-16 13:59:26","1516107566960","2018-01-16 13:59:26","user via lru"
"130","Prv.se","IN","http://prv.se http://www.prv.se https://prv.se https://www.prv.se","s:https|h:se|h:prv| s:https|h:se|h:prv|h:www| s:http|h:se|h:prv| s:http|h:se|h:prv|h:www|","http://www.prv.se","false","UNCRAWLED","UNINDEXED","1","1516107566940","2018-01-16 13:59:26","1516107566972","2018-01-16 13:59:26","user via lru"
"131","Pts.se","IN","http://pts.se http://www.pts.se https://pts.se https://www.pts.se","s:https|h:se|h:pts| s:https|h:se|h:pts|h:www| s:http|h:se|h:pts| s:http|h:se|h:pts|h:www|","https://www.pts.se/cookies","false","UNCRAWLED","UNINDEXED","29","1516107566954","2018-01-16 13:59:26","1516107566981","2018-01-16 13:59:26","user via lru"
"132","Raa.se","IN","http://raa.se http://www.raa.se https://raa.se https://www.raa.se","s:https|h:se|h:raa| s:https|h:se|h:raa|h:www| s:http|h:se|h:raa| s:http|h:se|h:raa|h:www|","http://www.raa.se","false","UNCRAWLED","UNINDEXED","1","1516107566965","2018-01-16 13:59:26","1516107566988","2018-01-16 13:59:26","user via lru"
"133","Rattshjalp.se","IN","http://rattshjalp.se http://www.rattshjalp.se https://rattshjalp.se https://www.rattshjalp.se","s:https|h:se|h:rattshjalp| s:https|h:se|h:rattshjalp|h:www| s:http|h:se|h:rattshjalp| s:http|h:se|h:rattshjalp|h:www|","http://www.rattshjalp.se","false","UNCRAWLED","UNINDEXED","2","1516107566993","2018-01-16 13:59:26","1516107567017","2018-01-16 13:59:27","user via lru"
"134","Radioochtv.se","IN","http://radioochtv.se http://www.radioochtv.se https://radioochtv.se https://www.radioochtv.se","s:https|h:se|h:radioochtv| s:https|h:se|h:radioochtv|h:www| s:http|h:se|h:radioochtv| s:http|h:se|h:radioochtv|h:www|","http://www.radioochtv.se","false","UNCRAWLED","UNINDEXED","2","1516107567002","2018-01-16 13:59:27","1516107567034","2018-01-16 13:59:27","user via lru"
"135","Regeringen.se","IN","http://regeringen.se http://www.regeringen.se https://regeringen.se https://www.regeringen.se","s:https|h:se|h:regeringen| s:https|h:se|h:regeringen|h:www| s:http|h:se|h:regeringen| s:http|h:se|h:regeringen|h:www|","http://www.regeringen.se","false","UNCRAWLED","UNINDEXED","35","1516107567007","2018-01-16 13:59:27","1516107567036","2018-01-16 13:59:27","user via lru"
"136","Rekryteringsmyndigheten.se","IN","http://rekryteringsmyndigheten.se http://www.rekryteringsmyndigheten.se https://rekryteringsmyndigheten.se https://www.rekryteringsmyndigheten.se","s:https|h:se|h:rekryteringsmyndigheten| s:https|h:se|h:rekryteringsmyndigheten|h:www| s:http|h:se|h:rekryteringsmyndigheten| s:http|h:se|h:rekryteringsmyndigheten|h:www|","http://www.rekryteringsmyndigheten.se","false","UNCRAWLED","UNINDEXED","2","1516107567022","2018-01-16 13:59:27","1516107567049","2018-01-16 13:59:27","user via lru"
"137","Revisorsnamnden.se","IN","http://revisorsnamnden.se http://www.revisorsnamnden.se https://revisorsnamnden.se https://www.revisorsnamnden.se","s:https|h:se|h:revisorsnamnden| s:https|h:se|h:revisorsnamnden|h:www| s:http|h:se|h:revisorsnamnden| s:http|h:se|h:revisorsnamnden|h:www|","http://www.revisorsnamnden.se","false","UNCRAWLED","UNINDEXED","2","1516107567027","2018-01-16 13:59:27","1516107567055","2018-01-16 13:59:27","user via lru"
"138","Riksarkivet.se","IN","http://riksarkivet.se http://www.riksarkivet.se https://riksarkivet.se https://www.riksarkivet.se","s:https|h:se|h:riksarkivet| s:https|h:se|h:riksarkivet|h:www| s:http|h:se|h:riksarkivet| s:http|h:se|h:riksarkivet|h:www|","http://riksarkivet.se","false","UNCRAWLED","UNINDEXED","8","1516107567040","2018-01-16 13:59:27","1516107567071","2018-01-16 13:59:27","user via lru"
"139","Riksdagen.se","IN","http://riksdagen.se http://www.riksdagen.se https://riksdagen.se https://www.riksdagen.se","s:https|h:se|h:riksdagen| s:https|h:se|h:riksdagen|h:www| s:http|h:se|h:riksdagen| s:http|h:se|h:riksdagen|h:www|","http://www.riksdagen.se","false","UNCRAWLED","UNINDEXED","31","1516107567053","2018-01-16 13:59:27","1516107567082","2018-01-16 13:59:27","user via lru"
"140","Riksgalden.se","IN","http://riksgalden.se http://www.riksgalden.se https://riksgalden.se https://www.riksgalden.se","s:https|h:se|h:riksgalden| s:https|h:se|h:riksgalden|h:www| s:http|h:se|h:riksgalden| s:http|h:se|h:riksgalden|h:www|","http://www.riksgalden.se","false","UNCRAWLED","UNINDEXED","3","1516107567060","2018-01-16 13:59:27","1516107567101","2018-01-16 13:59:27","user via lru"
"141","Rmv.se","IN","http://rmv.se http://www.rmv.se https://rmv.se https://www.rmv.se","s:https|h:se|h:rmv| s:https|h:se|h:rmv|h:www| s:http|h:se|h:rmv| s:http|h:se|h:rmv|h:www|","http://www.rmv.se","false","UNCRAWLED","UNINDEXED","5","1516107567075","2018-01-16 13:59:27","1516107567108","2018-01-16 13:59:27","user via lru"
"142","Rymdstyrelsen.se","IN","http://rymdstyrelsen.se http://www.rymdstyrelsen.se https://rymdstyrelsen.se https://www.rymdstyrelsen.se","s:https|h:se|h:rymdstyrelsen| s:https|h:se|h:rymdstyrelsen|h:www| s:http|h:se|h:rymdstyrelsen| s:http|h:se|h:rymdstyrelsen|h:www|","http://www.rymdstyrelsen.se","false","UNCRAWLED","UNINDEXED","0","1516107567093","2018-01-16 13:59:27","1516107567119","2018-01-16 13:59:27","user via lru"
"143","Sakint.se","IN","http://sakint.se http://www.sakint.se https://sakint.se https://www.sakint.se","s:https|h:se|h:sakint| s:https|h:se|h:sakint|h:www| s:http|h:se|h:sakint| s:http|h:se|h:sakint|h:www|","http://www.sakint.se","false","UNCRAWLED","UNINDEXED","1","1516107567117","2018-01-16 13:59:27","1516107567139","2018-01-16 13:59:27","user via lru"
"144","Sameskolstyrelsen.se","IN","http://sameskolstyrelsen.se http://www.sameskolstyrelsen.se https://sameskolstyrelsen.se https://www.sameskolstyrelsen.se","s:https|h:se|h:sameskolstyrelsen| s:https|h:se|h:sameskolstyrelsen|h:www| s:http|h:se|h:sameskolstyrelsen| s:http|h:se|h:sameskolstyrelsen|h:www|","http://www.sameskolstyrelsen.se","false","UNCRAWLED","UNINDEXED","1","1516107567123","2018-01-16 13:59:27","1516107567152","2018-01-16 13:59:27","user via lru"
"145","Sametinget.se","IN","http://sametinget.se http://www.sametinget.se https://sametinget.se https://www.sametinget.se","s:https|h:se|h:sametinget| s:https|h:se|h:sametinget|h:www| s:http|h:se|h:sametinget| s:http|h:se|h:sametinget|h:www|","http://www.sametinget.se","false","UNCRAWLED","UNINDEXED","1","1516107567128","2018-01-16 13:59:27","1516107567159","2018-01-16 13:59:27","user via lru"
"146","Sbu.se","IN","http://sbu.se http://www.sbu.se https://sbu.se https://www.sbu.se","s:https|h:se|h:sbu| s:https|h:se|h:sbu|h:www| s:http|h:se|h:sbu| s:http|h:se|h:sbu|h:www|","http://www.sbu.se","false","UNCRAWLED","UNINDEXED","5","1516107567145","2018-01-16 13:59:27","1516107567167","2018-01-16 13:59:27","user via lru"
"147","Scb.se","IN","http://scb.se http://www.scb.se https://scb.se https://www.scb.se","s:https|h:se|h:scb| s:https|h:se|h:scb|h:www| s:http|h:se|h:scb| s:http|h:se|h:scb|h:www|","http://www.scb.se","false","UNCRAWLED","UNINDEXED","10","1516107567157","2018-01-16 13:59:27","1516107567190","2018-01-16 13:59:27","user via lru"
"148","Sfhm.se","IN","http://sfhm.se http://www.sfhm.se https://sfhm.se https://www.sfhm.se","s:https|h:se|h:sfhm| s:https|h:se|h:sfhm|h:www| s:http|h:se|h:sfhm| s:http|h:se|h:sfhm|h:www|","http://www.sfhm.se","false","UNCRAWLED","UNINDEXED","1","1516107567172","2018-01-16 13:59:27","1516107567207","2018-01-16 13:59:27","user via lru"
"149","Sfv.se","IN","http://sfv.se http://www.sfv.se https://sfv.se https://www.sfv.se","s:https|h:se|h:sfv| s:https|h:se|h:sfv|h:www| s:http|h:se|h:sfv| s:http|h:se|h:sfv|h:www|","http://www.sfv.se","false","UNCRAWLED","UNINDEXED","2","1516107567183","2018-01-16 13:59:27","1516107567213","2018-01-16 13:59:27","user via lru"
"150","Sgu.se","IN","http://sgu.se http://www.sgu.se https://sgu.se https://www.sgu.se","s:https|h:se|h:sgu| s:https|h:se|h:sgu|h:www| s:http|h:se|h:sgu| s:http|h:se|h:sgu|h:www|","http://www.sgu.se","false","UNCRAWLED","UNINDEXED","2","1516107567200","2018-01-16 13:59:27","1516107567225","2018-01-16 13:59:27","user via lru"
"151","Sh.se","IN","http://sh.se http://www.sh.se https://sh.se https://www.sh.se","s:https|h:se|h:sh| s:https|h:se|h:sh|h:www| s:http|h:se|h:sh| s:http|h:se|h:sh|h:www|","http://www.sh.se","false","UNCRAWLED","UNINDEXED","2","1516107567212","2018-01-16 13:59:27","1516107567243","2018-01-16 13:59:27","user via lru"
"152","Shmm.se","IN","http://shmm.se http://www.shmm.se https://shmm.se https://www.shmm.se","s:https|h:se|h:shmm| s:https|h:se|h:shmm|h:www| s:http|h:se|h:shmm| s:http|h:se|h:shmm|h:www|","http://www.shmm.se","false","UNCRAWLED","UNINDEXED","1","1516107567223","2018-01-16 13:59:27","1516107567255","2018-01-16 13:59:27","user via lru"
"153","Si.se","IN","http://si.se http://www.si.se https://si.se https://www.si.se","s:https|h:se|h:si| s:https|h:se|h:si|h:www| s:http|h:se|h:si| s:http|h:se|h:si|h:www|","http://www.si.se","false","UNCRAWLED","UNINDEXED","1","1516107567235","2018-01-16 13:59:27","1516107567272","2018-01-16 13:59:27","user via lru"
"154","Sida.se","IN","http://sida.se http://www.sida.se https://sida.se https://www.sida.se","s:https|h:se|h:sida| s:https|h:se|h:sida|h:www| s:http|h:se|h:sida| s:http|h:se|h:sida|h:www|","http://www.sida.se","false","UNCRAWLED","UNINDEXED","2","1516107567253","2018-01-16 13:59:27","1516107567279","2018-01-16 13:59:27","user via lru"
"155","Sieps.se","IN","http://sieps.se http://www.sieps.se https://sieps.se https://www.sieps.se","s:https|h:se|h:sieps| s:https|h:se|h:sieps|h:www| s:http|h:se|h:sieps| s:http|h:se|h:sieps|h:www|","http://www.sieps.se","false","UNCRAWLED","UNINDEXED","1","1516107567264","2018-01-16 13:59:27","1516107567297","2018-01-16 13:59:27","user via lru"
"156","Siun.se","IN","http://siun.se http://www.siun.se https://siun.se https://www.siun.se","s:https|h:se|h:siun| s:https|h:se|h:siun|h:www| s:http|h:se|h:siun| s:http|h:se|h:siun|h:www|","http://www.siun.se","false","UNCRAWLED","UNINDEXED","1","1516107567272","2018-01-16 13:59:27","1516107567304","2018-01-16 13:59:27","user via lru"
"157","Skatterattsnamnden.se","IN","http://skatterattsnamnden.se http://www.skatterattsnamnden.se https://skatterattsnamnden.se https://www.skatterattsnamnden.se","s:https|h:se|h:skatterattsnamnden| s:https|h:se|h:skatterattsnamnden|h:www| s:http|h:se|h:skatterattsnamnden| s:http|h:se|h:skatterattsnamnden|h:www|","https://skatterattsnamnden.se","false","UNCRAWLED","UNINDEXED","1","1516107567295","2018-01-16 13:59:27","1516107567321","2018-01-16 13:59:27","user via lru"
"158","Skatteverket.se","IN","http://skatteverket.se http://www.skatteverket.se https://skatteverket.se https://www.skatteverket.se","s:https|h:se|h:skatteverket| s:https|h:se|h:skatteverket|h:www| s:http|h:se|h:skatteverket| s:http|h:se|h:skatteverket|h:www|","http://www.skatteverket.se","false","UNCRAWLED","UNINDEXED","17","1516107567303","2018-01-16 13:59:27","1516107567333","2018-01-16 13:59:27","user via lru"
"159","Skogsstyrelsen.se","IN","http://skogsstyrelsen.se http://www.skogsstyrelsen.se https://skogsstyrelsen.se https://www.skogsstyrelsen.se","s:https|h:se|h:skogsstyrelsen| s:https|h:se|h:skogsstyrelsen|h:www| s:http|h:se|h:skogsstyrelsen| s:http|h:se|h:skogsstyrelsen|h:www|","http://www.skogsstyrelsen.se","false","UNCRAWLED","UNINDEXED","3","1516107567314","2018-01-16 13:59:27","1516107567346","2018-01-16 13:59:27","user via lru"
"160","Skolfi.se","IN","http://skolfi.se http://www.skolfi.se https://skolfi.se https://www.skolfi.se","s:https|h:se|h:skolfi| s:https|h:se|h:skolfi|h:www| s:http|h:se|h:skolfi| s:http|h:se|h:skolfi|h:www|","http://www.skolfi.se","false","UNCRAWLED","UNINDEXED","1","1516107567344","2018-01-16 13:59:27","1516107567368","2018-01-16 13:59:27","user via lru"
"161","Skolinspektionen.se","IN","http://skolinspektionen.se http://www.skolinspektionen.se https://skolinspektionen.se https://www.skolinspektionen.se","s:https|h:se|h:skolinspektionen| s:https|h:se|h:skolinspektionen|h:www| s:http|h:se|h:skolinspektionen| s:http|h:se|h:skolinspektionen|h:www|","http://www.skolinspektionen.se","false","UNCRAWLED","UNINDEXED","5","1516107567352","2018-01-16 13:59:27","1516107567379","2018-01-16 13:59:27","user via lru"
"162","Skolverket.se","IN","http://skolverket.se http://www.skolverket.se https://skolverket.se https://www.skolverket.se","s:https|h:se|h:skolverket| s:https|h:se|h:skolverket|h:www| s:http|h:se|h:skolverket| s:http|h:se|h:skolverket|h:www|","http://www.skolverket.se","false","UNCRAWLED","UNINDEXED","6","1516107567366","2018-01-16 13:59:27","1516107567399","2018-01-16 13:59:27","user via lru"
"163","Slu.se","IN","http://slu.se http://www.slu.se https://slu.se https://www.slu.se","s:https|h:se|h:slu| s:https|h:se|h:slu|h:www| s:http|h:se|h:slu| s:http|h:se|h:slu|h:www|","http://www.slu.se","false","UNCRAWLED","UNINDEXED","6","1516107567378","2018-01-16 13:59:27","1516107567407","2018-01-16 13:59:27","user via lru"
"164","Smhi.se","IN","http://smhi.se http://www.smhi.se https://smhi.se https://www.smhi.se","s:https|h:se|h:smhi| s:https|h:se|h:smhi|h:www| s:http|h:se|h:smhi| s:http|h:se|h:smhi|h:www|","http://www.smhi.se","false","UNCRAWLED","UNINDEXED","3","1516107567391","2018-01-16 13:59:27","1516107567424","2018-01-16 13:59:27","user via lru"
